,Headline,Body ID,Stance
5723,"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",1167,discuss
5724,Nun gives birth to surprise baby after complaining of stomach pains,527,unrelated
5725,"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",226,unrelated
5726,Man Severed Penis That Failed To Impress Girls,1347,unrelated
5727,Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,2511,discuss
5728,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,346,unrelated
5729,Penis graffiti drawn on £1.5million Bugatti Veyron,1183,unrelated
5730,"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",1120,discuss
5731,ISIS cracks down on five confirmed Ebola cases among fighters: official,1689,discuss
5732,Cameron vows to hunt down IS 'monsters' after Haines murder,1097,agree
5733,‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,2261,unrelated
5734,"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",2290,unrelated
5735,Hunt for 'cruel' owner who abandoned dog at train station,54,unrelated
5736,Shots Heard In Alleged Brown Shooting Recording [AUDIO],1818,discuss
5737,Mystery man slaps shoppers around head for sneezing,35,unrelated
5738,Michael Phelps’ alleged girlfriend says she was born intersex,2528,unrelated
5739,REPORT: Alleged New Audio of Michael Brown Shooting,1289,unrelated
5740,US officials: Video shows American's execution,1873,unrelated
5741,"Meteorite makes big crater in Nicaragua, government says",966,agree
5742,A Mass Grave Points to a Student Massacre in Mexico,1740,unrelated
5743,Christian Bale Won't Play Steve Jobs After All,1846,agree
5744,Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,1301,unrelated
5745,"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",280,unrelated
5746,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1661,unrelated
5747,CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1818,discuss
5748,Boko Haram denies ceasefire claim by Nigeria's government,800,unrelated
5749,Video Purports To Show Beheading Of U.S. Journalist By Militants,1351,unrelated
5750,Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,2256,unrelated
5751,ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,879,unrelated
5752,Missing Mexico students not among 28 bodies found in mass grave,1678,unrelated
5753,Isis claims US hostage Kayla Mueller killed in coalition airstrike,1881,discuss
5754,It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1920,discuss
5755,Isis claims to behead US journalist,1358,unrelated
5756,Texas plumber threatened over jihadis using his old truck,1213,unrelated
5757,"No, Pumpkin Spice Condoms Are Not A Real Thing",367,unrelated
5758,Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,530,unrelated
5759,WHO investigates media reports ISIS fighters contracted Ebola,1778,discuss
5760,Missing Libyan Jetliners Raise Fears of Suicide Airliner Attacks on 9/11,1575,unrelated
5761,Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,570,unrelated
5762,"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",730,unrelated
5763,Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs,626,unrelated
5764,Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,2118,unrelated
5765,"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",955,unrelated
5766,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1336,discuss
5767,"Meteorite makes big crater in Nicaragua, government says",269,unrelated
5768,Fence jumper reportedly made it much further into White House than Secret Service said,687,unrelated
5769,Audio of gunfire in Michael Brown case authenticated by app company,2403,unrelated
5770,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,1299,unrelated
5771,Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1395,unrelated
5772,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,1180,unrelated
5773,Italian fisherman catches monstrous 280-pound catfish,1913,unrelated
5774,Apple Watch Gold Edition rumored to be priced at $1200: Will you buy?,2242,unrelated
5775,There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.,0,unrelated
5776,New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1239,unrelated
5777,I aborted my baby because it was a boy,1363,unrelated
5778,Government fires employee who skipped work for 24 years,1661,unrelated
5779,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",2025,discuss
5780,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1603,unrelated
5781,Texas City plumber's truck ends up in Syrian war,321,unrelated
5782,Watch: US marine survives Taliban sniper headshot in Afghanistan,1481,agree
5783,ISIS Video Claims to Show Beheading of British Hostage,1360,unrelated
5784,Nigeria Boko Haram blamed for raids despite truce claim,1906,unrelated
5785,Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,1891,unrelated
5786,Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,858,unrelated
5787,Boko Haram denies it has agreed ceasefire,2144,discuss
5788,Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,1336,unrelated
5789,Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2022,unrelated
5790,Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,1120,unrelated
5791,Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,1540,unrelated
5792,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,267,unrelated
5793,New iOS 8 bug can delete all of your iCloud documents,1547,unrelated
5794,Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs,1341,discuss
5795,Alleged audio of Michael Brown shooting released,1476,unrelated
5796,"UPDATE: Soldier, gunman who died in Ottawa rampage identified",530,unrelated
5797,Luke Somers' sister says he was killed in failed Yemen rescue attempt,271,unrelated
5798,Nigeria says ceasefire agreed with Boko Haram,1374,unrelated
5799,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",607,unrelated
5800,ESPN to save NFL's image with all-male domestic abuse discussion,1857,unrelated
5801,REPORTS: JORDANIAN KING PERSONALLY FLYING SORTIES AGAINST ISIS,516,unrelated
5802,Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,2024,unrelated
5803,Tiger Woods Is Selling His Private Island For $7.1 Million,1888,agree
5804,Small Meteorite Strikes in Nicaragua's Capital City of Managua,220,unrelated
5805,New policy could reduce marijuana possession arrests,1528,unrelated
5806,Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,414,unrelated
5807,"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",2115,unrelated
5808,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,776,unrelated
5809,DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2458,unrelated
5810,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1547,unrelated
5811,Mexico Student Massacre Update: More Graves Discovered At Murder Site,2375,unrelated
5812,Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,2087,unrelated
5813,Missing Mexican students 'not found in mass grave',2360,unrelated
5814,Islamic State using 'SCORPION bombs' to terrorise victims,1905,unrelated
5815,"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",837,unrelated
5816,NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,648,unrelated
5817,Cameron vows to hunt down IS 'monsters' after Haines murder,1301,unrelated
5818,Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,818,agree
5819,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1744,discuss
5820,"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",2067,unrelated
5821,Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,205,unrelated
5822,"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",2044,unrelated
5823,Are Rumors of the Apple Watch in Feb True?,2431,discuss
5824,Samsung Supposedly Wins Orders to Produce Apple Watch Components,139,unrelated
5825,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1661,unrelated
5826,CNN Airs Alleged Audio from Michael Brown Shooting,662,unrelated
5827,Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,81,unrelated
5828,Canadian Soldier Shot At Ottawa War Memorial: Report,595,unrelated
5829,"Despite ceasefire announcement, new Boko Haram attacks reported",125,unrelated
5830,South Korea: Kim Jong Un had ankle surgery to remove cyst,2210,unrelated
5831,BREAKING: British-born hostage 'KILLED in failed rescue attempt',1913,unrelated
5832,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,298,unrelated
5833,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2096,unrelated
5834,"No, a bird didn't poop on Vladimir Putin",267,unrelated
5835,An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1426,discuss
5836,Strange mark turns out to be tropical spider burrowing under vacationer's skin,1271,unrelated
5837,"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",2492,unrelated
5838,"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",1589,unrelated
5839,ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2404,unrelated
5840,ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2047,discuss
5841,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1008,agree
5842,Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,444,unrelated
5843,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",2421,discuss
5844,Apple Watch launch expected in late March,2118,unrelated
5845,Islamic State killer 'Jihadi John' named as Mohammed Emwazi,882,agree
5846,REPORT: Alleged New Audio of Michael Brown Shooting,2481,discuss
5847,Alleged audio of Michael Brown shooting has surfaced,1299,unrelated
5848,"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",2477,unrelated
5849,Rumor Fatigue Sets In at False Alarms of Castro’s Death,93,unrelated
5850,Dog found abandoned at Scottish train station with suitcase of belongings,2483,agree
5851,Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,777,unrelated
5852,Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,826,unrelated
5853,Christian Bale Exits Steve Jobs Movie (Exclusive),1854,unrelated
5854,Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,1311,discuss
5855,Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,2302,discuss
5856,Nigeria and Boko Haram 'agree ceasefire and girls' release',2191,discuss
5857,Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,761,unrelated
5858,"North Korean leader Kim Jong-un not missing, just having ankle surgery",859,discuss
5859,KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,773,unrelated
5860,PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,403,unrelated
5861,Jihadi John identity revealed as Mohammed Emwazi: live,1308,unrelated
5862,This Is What It Looks Like When A Son Pays Off His Parents’ Mortgage As A Christmas Present,2072,unrelated
5863,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,1242,discuss
5864,Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,2328,unrelated
5865,US officials: Video shows American's execution,1857,unrelated
5866,Seven girls as young as 13 become pregnant on a school trip,1667,discuss
5867,A Mass Grave Points to a Student Massacre in Mexico,1825,unrelated
5868,White House Fence Jumper Made It Further Into Building Than Reported,1137,unrelated
5869,Wife and child of Islamic State leader Baghdadi held in Lebanon,691,unrelated
5870,FBI Probing Alleged Audio of Michael Brown Shooting,132,unrelated
5871,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,938,unrelated
5872,Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,831,unrelated
5873,Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,1884,agree
5874,It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,2152,unrelated
5875,James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1530,discuss
5876,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,2304,unrelated
5877,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,115,unrelated
5878,Kim Had Ankle Surgery:  Source,1457,unrelated
5879,Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,1018,disagree
